demand_id,buyer_id,crop,variety,required_quantity_tons,maximum_price_per_quintal,description,demand_date,required_by_date,cluster,district,taluka,village
D2019,B1796,Mango (Alphonso),Not Specified,25.26,20687.54,"Procurement need for good quality Mango (Alphonso), open to multiple sellers.",2026-08-16,2026-09-19,Konkan,Sindhudurg,Vengurla,Parule
D2020,B2987,Mango (Alphonso),Kesar,7.15,28197.02,Bulk Mango (Alphonso) requirement for processing.,2026-07-23,2026-09-06,Konkan,Ratnagiri,Chiplun,Bivali
D2021,B0411,Chickoo,Kalipatti,17.85,2568.81,Buyer looking to purchase Chickoo directly from farmers.,2026-06-09,2026-06-30,Konkan,Palghar,Vada,Ambiste Kh.
D2022,B1877,Sugarcane,Co 86032,326.77,362.39,Bulk Sugarcane requirement for processing.,2026-07-23,2026-10-29,Marathwada,Beed,Majalgaon,Pathrud
D2023,B1442,Turmeric,Rajapuri,29.51,18182.71,"Procurement need for good quality Turmeric, open to multiple sellers.",2026-05-01,2026-05-23,Western Maharashtra (Desh),Sangli,Atpadi,Ambewadi
D2024,B0632,Gram,Digvijay,26.22,6472.47,Inviting offers for Gram from farmers in the region.,2026-05-17,2026-08-09,Marathwada,Latur,Renapur,Kharola
D2025,B4534,Udid,Not Specified,57.02,6944.27,Seeking regular Udid supply from nearby farmers.,2026-06-04,2026-06-30,Konkan,Palghar,Dahanu,Charoti
D2026,B2667,Groundnut,Not Specified,58.33,7396.77,Looking for fresh Groundnut for wholesale procurement.,2026-07-09,2026-08-10,Vidarbha,Washim,Manora,Poharadevi
D2027,B3227,Ragi,Dapoli-1,18.8,4251.5,"Procurement need for good quality Ragi, open to multiple sellers.",2026-08-17,2026-10-28,Konkan,Thane,Ambarnath,Chinchpada
D2028,B4702,Sunflower,Not Specified,41.32,6503.57,Sourcing Sunflower for export-quality grading and packaging.,2026-05-15,2026-07-10,Vidarbha,Buldhana,Lonar,Bibi
D2029,B1328,Sunflower,Not Specified,61.73,5281.95,Buyer looking to purchase Sunflower directly from farmers.,2026-05-19,2026-07-19,Vidarbha,Buldhana,Sindkhed Raja,Deulgaon Kol
D2030,B3775,Soybean,MACS 1281,50.97,5702.24,Inviting offers for Soybean from farmers in the region.,2026-08-04,2026-11-04,Vidarbha,Amravati,Dharni,Dabhayakheda
D2031,B3823,Areca Nut,Not Specified,35.48,41753.81,"Standing requirement for Areca Nut, quantity flexible based on quality.",2026-07-18,2026-08-22,Konkan,Ratnagiri,Ratnagiri,Bhandarwadi
D2032,B2060,Cashew,Vengurla-8,9.57,22317.87,Seeking regular Cashew supply from nearby farmers.,2026-08-12,2026-09-04,Konkan,Sindhudurg,Malwan,Waghavane
D2033,B0602,Cotton,Not Specified,31.59,8418.21,"Standing requirement for Cotton, quantity flexible based on quality.",2026-08-21,2026-11-02,Marathwada,Parbhani,Pathri,Limba
D2034,B3080,Field Beans,Konkan Val landrace,15.23,3289.9,Looking for fresh Field Beans for wholesale procurement.,2026-05-31,2026-06-19,Konkan,Raigad,Poladpur,Agryachakond
D2035,B3686,Ragi,Not Specified,28.91,4080.9,Looking to procure Ragi for institutional buyers.,2026-08-11,2026-10-25,Konkan,Ratnagiri,Ratnagiri,Bhandarwadi
D2036,B2003,Tur,BSMR-736,66.42,6395.78,Buyer looking to purchase Tur directly from farmers.,2026-07-04,2026-09-26,Vidarbha,Bhandara,Lakhandur,Dighori (Mothi)
D2037,B3044,Turmeric,Not Specified,16.32,13345.75,Looking for fresh Turmeric for wholesale procurement.,2026-06-04,2026-06-23,Western Maharashtra (Desh),Sangli,Kavathemahankal,Agalgaon
D2038,B0830,Ragi,Dapoli-1,15.08,4361.69,Looking to procure Ragi for institutional buyers.,2026-08-18,2026-09-21,Konkan,Ratnagiri,Khed,Tulashi Bk.
D2039,B2409,Turmeric,Selam,18.75,9557.17,Need consistent Turmeric supply for ongoing operations.,2026-05-09,2026-06-09,Western Maharashtra (Desh),Sangli,Jat,Ankalagi
D2040,B1585,Ragi,Phule Nachani,9.27,4506.68,Seeking regular Ragi supply from nearby farmers.,2026-08-06,2026-11-10,Konkan,Palghar,Mokhada,Khodala
D2041,B2209,Vari,Konkan local Vari landrace,52.75,3987.59,Need consistent Vari supply for ongoing operations.,2026-06-26,2026-10-07,Konkan,Raigad,Uran,Antrabamdakhar
D2042,B3771,Groundnut,SB-11,26.97,5738.49,Inviting offers for Groundnut from farmers in the region.,2026-07-19,2026-10-08,Vidarbha,Washim,Risod,Wakad
D2043,B3994,Jowar,Phule Yashoda,11.02,5741.77,Sourcing Jowar for export-quality grading and packaging.,2026-08-07,2026-11-04,Western Maharashtra (Desh),Sangli,Tasgaon,Alate
D2044,B0552,Udid,Not Specified,18.89,9065.77,Requirement raised for Udid to meet upcoming production schedule.,2026-07-28,2026-10-17,Konkan,Thane,Thane,Adavli
D2045,B2189,Bajra,Phule Adishakti,14.33,3027.89,Buyer looking to purchase Bajra directly from farmers.,2026-06-01,2026-07-01,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Aurangabad,Tisgaon
D2046,B2482,Mango (Alphonso),Kesar,10.56,19980.79,Buyer looking to purchase Mango (Alphonso) directly from farmers.,2026-08-12,2026-08-31,Konkan,Sindhudurg,Kankavli,Bandargaon
D2047,B3498,Rice,Indrayani,94.71,3725.05,Bulk Rice requirement for processing.,2026-05-23,2026-06-21,Vidarbha,Nagpur,Parseoni,Amadi
D2048,B2176,Wheat,Not Specified,57.14,2345.35,Seeking regular Wheat supply from nearby farmers.,2026-08-22,2026-11-18,Vidarbha,Amravati,Morshi,Ambada
D2049,B0936,Jowar,Phule Vasudha,62.75,3872.93,Sourcing Jowar for export-quality grading and packaging.,2026-08-26,2026-11-19,Vidarbha,Akola,Akola,Tapalabad
D2050,B2115,Turmeric,Not Specified,18.65,18247.36,Sourcing Turmeric for export-quality grading and packaging.,2026-06-16,2026-07-16,Western Maharashtra (Desh),Sangli,Jat,Asangi Jat
D2051,B4315,Groundnut,SB-11,60.93,8347.46,"Procurement need for good quality Groundnut, open to multiple sellers.",2026-06-02,2026-06-29,Vidarbha,Gondia,Amgaon,Asordi
D2052,B3555,Udid,TAU-1,71.52,7411.04,Sourcing Udid for export-quality grading and packaging.,2026-08-26,2026-09-26,Konkan,Thane,Murbad,Dhasai
D2053,B2461,Rice,Not Specified,32.71,5194.52,Inviting offers for Rice from farmers in the region.,2026-06-01,2026-07-24,Konkan,Thane,Bhiwandi,Ambardi
D2054,B2038,Maize,DHM-117,68.65,2488.56,Inviting offers for Maize from farmers in the region.,2026-06-21,2026-10-19,Khandesh,Jalgaon,Parola,Babhale Nag
D2055,B3276,Maize,Ganga Safed-2,27.86,2011.3,"Standing requirement for Maize, quantity flexible based on quality.",2026-07-06,2026-10-23,Khandesh,Dhule,Sakri,Pimpalner
D2056,B0544,Ragi,Not Specified,33.17,2867.17,Buyer looking to purchase Ragi directly from farmers.,2026-08-13,2026-09-26,Konkan,Raigad,Panvel,Barwai
D2057,B3394,Udid,BDU-1,30.96,7631.43,Sourcing Udid in bulk for our processing unit.,2026-06-03,2026-08-29,Konkan,Thane,Ambarnath,Ashele
D2058,B3247,Groundnut,Not Specified,34.81,8602.67,Sourcing Groundnut in bulk for our processing unit.,2026-06-04,2026-07-20,Western Maharashtra (Desh),Kolhapur,Panhala,Karanjphen
D2059,B2754,Udid,TAU-1,48.33,9155.7,Bulk Udid requirement for processing.,2026-05-11,2026-09-07,Konkan,Palghar,Vasai,Arnala
D2060,B0070,Sunflower,Phule Raviraj,43.44,5361.45,Sourcing Sunflower for export-quality grading and packaging.,2026-07-27,2026-08-27,Vidarbha,Buldhana,Jalgaon Jamod,Sungaon
D2061,B0018,Udid,BDU-1,17.56,9567.7,Requirement raised for Udid to meet upcoming production schedule.,2026-07-30,2026-11-21,Konkan,Palghar,Palghar,Betegaon
D2062,B2927,Areca Nut,Not Specified,7.17,36710.89,Sourcing Areca Nut in bulk for our processing unit.,2026-06-16,2026-06-28,Konkan,Ratnagiri,Khed,Tulashi Bk.
D2063,B4775,Groundnut,JL-24,48.43,8502.17,"Procurement need for good quality Groundnut, open to multiple sellers.",2026-08-11,2026-10-25,Western Maharashtra (Desh),Pune,Haveli,Alandi Mhatobachi
D2064,B4018,Groundnut,SB-11,48.5,7442.83,"Standing requirement for Groundnut, quantity flexible based on quality.",2026-06-10,2026-07-13,Vidarbha,Akola,Patur,Sasti
D2065,B3788,Jowar,Not Specified,25.95,5160.26,Sourcing Jowar for export-quality grading and packaging.,2026-07-11,2026-10-07,Vidarbha,Yavatmal,Kelapur,Bori
D2066,B1834,Turmeric,Not Specified,4.44,17750.97,Looking to procure Turmeric for institutional buyers.,2026-05-23,2026-07-02,Western Maharashtra (Desh),Sangli,Kadegaon,Ambak
D2067,B3707,Chickoo,Kalipatti,12.96,3590.54,Buyer looking to purchase Chickoo directly from farmers.,2026-06-28,2026-07-23,Konkan,Thane,Ambarnath,Ashele
D2068,B2534,Ragi,Not Specified,10.67,3576.11,Sourcing Ragi for export-quality grading and packaging.,2026-05-22,2026-06-26,Konkan,Ratnagiri,Ratnagiri,Bhandarwadi
D2069,B0482,Banana,Not Specified,7.56,1842.43,Need consistent Banana supply for ongoing operations.,2026-05-18,2026-06-01,Khandesh,Jalgaon,Jamner,Ambadi
D2070,B2315,Turmeric,Not Specified,22.51,14996.06,Sourcing Turmeric for export-quality grading and packaging.,2026-07-06,2026-08-11,Western Maharashtra (Desh),Sangli,Jat,Asangi Jat
D2071,B1005,Vari,Not Specified,55.36,4604.56,Sourcing Vari for export-quality grading and packaging.,2026-07-20,2026-11-12,Konkan,Raigad,Panvel,Bhatan
D2072,B1719,Banana,Not Specified,24.05,2839.36,Buyer looking to purchase Banana directly from farmers.,2026-05-27,2026-06-10,Khandesh,Jalgaon,Raver,Ahirwadi
D2073,B0401,Chickoo,Kalipatti,15.9,3855.23,Need consistent Chickoo supply for ongoing operations.,2026-07-28,2026-09-01,Konkan,Thane,Bhiwandi,Anjur
D2074,B2651,Mango (Alphonso),Pairi,28.53,23254.66,Looking to procure Mango (Alphonso) for institutional buyers.,2026-06-14,2026-07-05,Konkan,Sindhudurg,Vengurla,Karli
D2075,B0061,Bajra,Not Specified,18.91,2679.64,Bulk Bajra requirement for processing.,2026-07-07,2026-09-12,Khandesh,Dhule,Shirpur,Thalner
D2076,B1214,Bajra,Phule Adishakti,23.8,3602.76,Sourcing Bajra in bulk for our processing unit.,2026-08-21,2026-12-16,Western Maharashtra (Desh),Pune,Khed,Adgaon
D2077,B1479,Sunflower,KBSH-1,53.14,7311.18,"Standing requirement for Sunflower, quantity flexible based on quality.",2026-06-22,2026-07-17,Vidarbha,Buldhana,Shegaon,Jalamb
D2078,B0857,Areca Nut,Mangala,11.25,41181.48,Looking to procure Areca Nut for institutional buyers.,2026-08-17,2026-09-28,Konkan,Ratnagiri,Mandangad,Kondgaon
D2079,B2241,Jowar,Phule Yashoda,74.89,5027.56,"Standing requirement for Jowar, quantity flexible based on quality.",2026-05-28,2026-09-23,Marathwada,Nanded,Nanded,Vishnupuri
D2080,B0323,Maize,Pratap Hybrid-1,44.0,2322.17,Need consistent Maize supply for ongoing operations.,2026-05-05,2026-07-11,Khandesh,Jalgaon,Pachora,Akhatwade
D2081,B0147,Groundnut,JL-24,39.32,8705.92,Need consistent Groundnut supply for ongoing operations.,2026-08-22,2026-12-02,Western Maharashtra (Desh),Pune,Haveli,Agalambe
D2082,B4685,Wheat,Sharbati,60.12,2350.75,Sourcing Wheat in bulk for our processing unit.,2026-06-12,2026-09-28,Western Maharashtra (Desh),Pune,Velhe,Ambavane
D2083,B0318,Sunflower,Not Specified,55.72,6896.06,Buyer looking to purchase Sunflower directly from farmers.,2026-06-07,2026-09-07,Vidarbha,Buldhana,Jalgaon Jamod,Pimpalgaon Kale
D2084,B1878,Cotton,RCH-2 Bt,23.42,7641.95,Looking for fresh Cotton for wholesale procurement.,2026-08-25,2026-10-24,Khandesh,Dhule,Dhule,Kapadne
D2085,B4385,Bajra,Not Specified,43.57,3113.76,Inviting offers for Bajra from farmers in the region.,2026-08-18,2026-12-14,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Kannad,Chincholi (L)
D2086,B2509,Gram,Not Specified,52.18,5825.02,"Standing requirement for Gram, quantity flexible based on quality.",2026-05-31,2026-09-17,Marathwada,Latur,Jalkot,Atnoor
D2087,B4525,Ragi,Dapoli-1,30.94,4390.15,Buyer looking to purchase Ragi directly from farmers.,2026-07-16,2026-09-21,Konkan,Raigad,Khalapur,Adoshi
D2088,B1452,Maize,DHM-117,9.32,2207.51,Requirement raised for Maize to meet upcoming production schedule.,2026-07-26,2026-10-20,Khandesh,Dhule,Shirpur,Sangavi
D2089,B0170,Chickoo,Kalipatti,9.14,2566.74,Sourcing Chickoo in bulk for our processing unit.,2026-06-28,2026-08-04,Konkan,Palghar,Vikramgad,Balapur
D2090,B1672,Rice,Not Specified,41.49,5053.25,Sourcing Rice in bulk for our processing unit.,2026-06-13,2026-09-15,Konkan,Palghar,Vikramgad,Alonde
D2091,B4495,Areca Nut,Not Specified,6.79,36452.94,Bulk Areca Nut requirement for processing.,2026-08-17,2026-08-27,Konkan,Ratnagiri,Mandangad,Kondgaon
D2092,B1963,Wheat,Sharbati,68.25,2195.16,Need consistent Wheat supply for ongoing operations.,2026-06-17,2026-09-14,Marathwada,Nanded,Loha,Sonkhed
D2093,B4380,Coconut,Banawali,19.86,5041.56,Bulk Coconut requirement for processing.,2026-06-20,2026-07-05,Konkan,Sindhudurg,Sawantwadi,Madkhol
D2094,B2894,Vari,Konkan local Vari landrace,46.82,3739.07,Looking for fresh Vari for wholesale procurement.,2026-08-21,2026-12-03,Konkan,Thane,Shahapur,Shirol
D2095,B0708,Tur,Not Specified,18.74,6702.21,Inviting offers for Tur from farmers in the region.,2026-08-13,2026-11-14,Vidarbha,Gadchiroli,Armori,Arsoda
D2096,B1591,Mango (Alphonso),Pairi,5.18,26718.95,Buyer looking to purchase Mango (Alphonso) directly from farmers.,2026-05-14,2026-06-25,Konkan,Ratnagiri,Lanja,Shirambavali
D2097,B3297,Bajra,Phule Adishakti,48.38,3287.94,"Standing requirement for Bajra, quantity flexible based on quality.",2026-08-06,2026-09-08,Marathwada,Beed,Parli,Sirsala
D2098,B1858,Udid,Not Specified,71.1,8927.03,Inviting offers for Udid from farmers in the region.,2026-08-09,2026-10-22,Konkan,Palghar,Dahanu,Bordi
D2099,B2640,Turmeric,Not Specified,9.04,9571.71,Need consistent Turmeric supply for ongoing operations.,2026-05-27,2026-06-28,Western Maharashtra (Desh),Sangli,Palus,Andhali
D2100,B0141,Jowar,Not Specified,70.9,5182.75,Buyer looking to purchase Jowar directly from farmers.,2026-08-07,2026-09-01,Western Maharashtra (Desh),Pune,Shirur,Alegaon Paga
D2101,B2582,Vari,Not Specified,14.88,4956.58,"Standing requirement for Vari, quantity flexible based on quality.",2026-07-11,2026-08-19,Western Maharashtra (Desh),Kolhapur,Karvir,Balinge
D2102,B1113,Cashew,Vengurla-7,8.04,21851.41,Looking to procure Cashew for institutional buyers.,2026-06-14,2026-07-13,Konkan,Sindhudurg,Malwan,Kalethar
D2103,B4400,Sunflower,Not Specified,29.52,7775.08,Looking for fresh Sunflower for wholesale procurement.,2026-08-23,2026-12-11,Vidarbha,Buldhana,Sangrampur,Sonala
D2104,B1122,Udid,Not Specified,63.2,9616.89,Sourcing Udid in bulk for our processing unit.,2026-06-18,2026-09-03,Konkan,Thane,Murbad,Deogaon
D2105,B0610,Cashew,Not Specified,15.94,18755.92,Sourcing Cashew for export-quality grading and packaging.,2026-06-12,2026-06-23,Konkan,Sindhudurg,Vengurla,Parule
D2106,B0215,Areca Nut,Not Specified,15.12,51316.87,Seeking regular Areca Nut supply from nearby farmers.,2026-08-23,2026-09-08,Konkan,Ratnagiri,Khed,Khed (Bhadgaon)
D2107,B2970,Rice,Indrayani,75.89,3983.02,Bulk Rice requirement for processing.,2026-05-26,2026-07-17,Konkan,Sindhudurg,Sawantwadi,Amboli
D2108,B4770,Bajra,Not Specified,23.25,2747.35,Inviting offers for Bajra from farmers in the region.,2026-08-07,2026-09-11,Western Maharashtra (Desh),Pune,Baramati,Ambi Kh.
D2109,B4497,Areca Nut,Not Specified,33.07,46887.99,Inviting offers for Areca Nut from farmers in the region.,2026-07-28,2026-08-13,Konkan,Ratnagiri,Lanja,Nivasar
D2110,B3307,Bajra,Not Specified,10.95,4425.54,Buyer looking to purchase Bajra directly from farmers.,2026-05-13,2026-07-19,Khandesh,Dhule,Sakri,Pimpalner
D2111,B2205,Jowar,Not Specified,17.74,2809.5,"Standing requirement for Jowar, quantity flexible based on quality.",2026-04-29,2026-07-24,Vidarbha,Chandrapur,Chimur,Ajgaon
D2112,B0349,Sugarcane,Co 94012,269.16,316.31,Seeking regular Sugarcane supply from nearby farmers.,2026-07-20,2026-10-24,Western Maharashtra (Desh),Sangli,Walwa,Bagani
D2113,B2029,Coconut,Dwarf Green,10.22,6168.45,Sourcing Coconut for export-quality grading and packaging.,2026-08-18,2026-08-29,Konkan,Sindhudurg,Kudal,Padave
D2114,B3853,Sunflower,LSF-8,20.85,8085.73,Looking to procure Sunflower for institutional buyers.,2026-07-10,2026-09-25,Vidarbha,Buldhana,Jalgaon Jamod,Pimpalgaon Kale
D2115,B0044,Chickoo,Not Specified,30.78,3271.11,Sourcing Chickoo for export-quality grading and packaging.,2026-08-09,2026-08-31,Konkan,Palghar,Palghar,Barhanpur
D2116,B4036,Field Beans,Konkan Val landrace,19.18,4376.56,Buyer looking to purchase Field Beans directly from farmers.,2026-05-28,2026-07-10,Konkan,Raigad,Khalapur,Ajivali
D2117,B2398,Banana,Red Banana,33.77,3023.3,"Standing requirement for Banana, quantity flexible based on quality.",2026-06-10,2026-07-05,Khandesh,Jalgaon,Chopda,Ajanti Kh.
D2118,B1022,Banana,Not Specified,11.76,3776.1,Looking for fresh Banana for wholesale procurement.,2026-08-26,2026-09-30,Khandesh,Jalgaon,Erandol,Ambe
D2119,B1567,Sunflower,Not Specified,57.32,6886.78,Looking to procure Sunflower for institutional buyers.,2026-07-19,2026-11-06,Vidarbha,Buldhana,Shegaon,Jalamb
D2120,B2039,Vari,Konkan local Vari landrace,24.99,3738.5,Looking for fresh Vari for wholesale procurement.,2026-08-05,2026-11-25,Konkan,Palghar,Dahanu,Dapchari
D2121,B3234,Jowar,CSH-25,27.05,2887.83,Looking for fresh Jowar for wholesale procurement.,2026-07-27,2026-11-20,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Phulambri,Babra
D2122,B0908,Turmeric,Not Specified,3.93,10227.8,"Procurement need for good quality Turmeric, open to multiple sellers.",2026-07-02,2026-07-21,Western Maharashtra (Desh),Sangli,Kadegaon,Amrapur
D2123,B1010,Vari,Not Specified,31.53,4069.46,Looking to procure Vari for institutional buyers.,2026-07-11,2026-09-09,Konkan,Palghar,Mokhada,Gonde Bk.
D2124,B3633,Udid,Not Specified,66.02,6922.79,Buyer looking to purchase Udid directly from farmers.,2026-06-19,2026-10-07,Konkan,Thane,Thane,Agasan
D2125,B1989,Maize,Ganga Safed-2,36.86,2021.39,Buyer looking to purchase Maize directly from farmers.,2026-07-04,2026-08-05,Khandesh,Jalgaon,Muktainagar,Anjangaon
D2126,B0489,Mango (Alphonso),Not Specified,21.32,11316.48,Bulk Mango (Alphonso) requirement for processing.,2026-08-19,2026-09-07,Konkan,Sindhudurg,Kudal,Gaorai
D2127,B2322,Gram,Vijay,59.14,5772.13,Inviting offers for Gram from farmers in the region.,2026-05-09,2026-07-31,Marathwada,Latur,Latur,Pimpalgaon Amba
D2128,B2850,Gram,JAKI-9218,38.09,6258.44,Sourcing Gram in bulk for our processing unit.,2026-08-15,2026-10-28,Marathwada,Latur,Ausa,Lamjana
D2129,B2209,Vari,Konkan local Vari landrace,39.38,3499.19,"Procurement need for good quality Vari, open to multiple sellers.",2026-07-26,2026-10-08,Konkan,Raigad,Uran,Antrabamdakhar
D2130,B1794,Sugarcane,Not Specified,342.49,513.64,Seeking regular Sugarcane supply from nearby farmers.,2026-05-15,2026-09-09,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Aurangabad,Ladsawangi
D2131,B3038,Tur,BDN-711,25.78,7788.65,Sourcing Tur in bulk for our processing unit.,2026-08-06,2026-09-02,Vidarbha,Gadchiroli,Desaiganj,Koregaon
D2132,B0516,Coconut,Not Specified,33.0,3657.46,Sourcing Coconut in bulk for our processing unit.,2026-06-05,2026-06-30,Konkan,Sindhudurg,Sawantwadi,Madkhol
D2133,B4555,Groundnut,Not Specified,45.83,8871.61,Seeking regular Groundnut supply from nearby farmers.,2026-07-24,2026-10-24,Western Maharashtra (Desh),Kolhapur,Kagal,Sangaon Kasaba
D2134,B0028,Sugarcane,Co 740,229.61,531.25,Inviting offers for Sugarcane from farmers in the region.,2026-06-28,2026-09-04,Khandesh,Nandurbar,Nandurbar,Adachhi
D2135,B0012,Vari,Konkan local Vari landrace,16.49,3854.22,Buyer looking to purchase Vari directly from farmers.,2026-06-05,2026-08-03,Western Maharashtra (Desh),Kolhapur,Panhala,Arale
D2136,B1635,Jowar,Not Specified,53.29,6518.07,"Standing requirement for Jowar, quantity flexible based on quality.",2026-07-17,2026-08-23,Western Maharashtra (Desh),Solapur,Akkalkot,Chapalgaon
D2137,B3113,Wheat,NIAW-34,63.58,2495.39,Requirement raised for Wheat to meet upcoming production schedule.,2026-06-20,2026-08-14,Marathwada,Nanded,Kinwat,Bodhadi Bk.
D2138,B4363,Groundnut,Phule Unnati,36.47,7573.21,Sourcing Groundnut for export-quality grading and packaging.,2026-05-10,2026-08-15,Western Maharashtra (Desh),Sangli,Jat,Asangi Jat
D2139,B1123,Soybean,JS 20-29,21.11,5758.55,Sourcing Soybean for export-quality grading and packaging.,2026-05-10,2026-08-30,Vidarbha,Washim,Risod,Wakad
D2140,B4494,Maize,DHM-117,22.76,1981.97,Requirement raised for Maize to meet upcoming production schedule.,2026-05-13,2026-07-09,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Aurangabad,Tisgaon
D2141,B0096,Jowar,Not Specified,35.9,6649.32,Looking to procure Jowar for institutional buyers.,2026-07-20,2026-10-10,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Paithan,Pimpalwadi (Pirachi)
D2142,B1713,Bajra,Phule Adishakti,47.78,2269.22,Sourcing Bajra in bulk for our processing unit.,2026-08-11,2026-11-12,Marathwada,Jalna,Partur,Ashti
